"NameOfStation";"Line";"Year";"Quarter";"IncomingPassengers";"OutgoingPassengers";"global_id";
"Станция метрополитена";"Линия";"Год";"Квартал";"Входы пассажиров";"Выходы пассажиров";"global_id";
"Терехово";"Большая кольцевая линия";"2022";"II квартал";"195463";"207697";"2375902258";
"Кунцевская";"Большая кольцевая линия";"2022";"II квартал";"924292";"919763";"2375902259";
"Давыдково";"Большая кольцевая линия";"2022";"II квартал";"755375";"753748";"2375902260";
"Аминьевская";"Большая кольцевая линия";"2022";"II квартал";"865753";"847504";"2375902261";
"Проспект Вернадского";"Большая кольцевая линия";"2022";"II квартал";"400920";"404651";"2375902263";
"Новаторская";"Большая кольцевая линия";"2022";"II квартал";"940611";"936135";"2375902264";
"Воронцовская";"Большая кольцевая линия";"2022";"II квартал";"584956";"604116";"2375902265";
"Зюзино";"Большая кольцевая линия";"2022";"II квартал";"1254997";"1242129";"2375902266";
"Каховская";"Большая кольцевая линия";"2022";"II квартал";"1291548";"1319405";"2375902267";
"Битцевский парк";"Бутовская линия Лёгкого метро";"2022";"II квартал";"265435";"204142";"2375902268";
"Лесопарковая";"Бутовская линия Лёгкого метро";"2022";"II квартал";"524394";"491077";"2375902269";
"Улица Старокачаловская";"Бутовская линия Лёгкого метро";"2022";"II квартал";"0";"0";"2375902270";
"Улица Скобелевская";"Бутовская линия Лёгкого метро";"2022";"II квартал";"1576056";"1511190";"2375902271";
"Бульвар адмирала Ушакова";"Бутовская линия Лёгкого метро";"2022";"II квартал";"868292";"854198";"2375902272";
"Улица Горчакова";"Бутовская линия Лёгкого метро";"2022";"II квартал";"813623";"792557";"2375902273";
"Бунинская аллея";"Бутовская линия Лёгкого метро";"2022";"II квартал";"1777962";"1732284";"2375902274";
"Ховрино";"Замоскворецкая линия";"2022";"II квартал";"3847454";"3525138";"2375902275";
"Беломорская";"Замоскворецкая линия";"2022";"II квартал";"2488621";"2386587";"2375902276";
"Речной вокзал";"Замоскворецкая линия";"2022";"II квартал";"2421306";"2365636";"2375902277";
"Водный стадион";"Замоскворецкая линия";"2022";"II квартал";"3449685";"3446336";"2375902278";
"Войковская";"Замоскворецкая линия";"2022";"II квартал";"3933565";"3974099";"2375902279";
"Сокол";"Замоскворецкая линия";"2022";"II квартал";"2949089";"2999723";"2375902280";
"Аэропорт";"Замоскворецкая линия";"2022";"II квартал";"3022530";"3092870";"2375902281";
"Динамо";"Замоскворецкая линия";"2022";"II квартал";"2450389";"2517913";"2375902282";
"Белорусская";"Замоскворецкая линия";"2022";"II квартал";"2250551";"2250815";"2375902283";
"Маяковская";"Замоскворецкая линия";"2022";"II квартал";"2885140";"3012138";"2375902284";
"Тверская";"Замоскворецкая линия";"2022";"II квартал";"0";"0";"2375902285";
"Театральная";"Замоскворецкая линия";"2022";"II квартал";"0";"0";"2375902286";
"Новокузнецкая";"Замоскворецкая линия";"2022";"II квартал";"2601989";"2758155";"2375902287";
"Павелецкая";"Замоскворецкая линия";"2022";"II квартал";"3080271";"2672294";"2375902288";
"Автозаводская";"Замоскворецкая линия";"2022";"II квартал";"3114461";"3310129";"2375902289";
"Технопарк";"Замоскворецкая линия";"2022";"II квартал";"1576170";"1598477";"2375902290";
"Коломенская";"Замоскворецкая линия";"2022";"II квартал";"4245486";"4270052";"2375902291";
"Каширская";"Замоскворецкая линия";"2022";"II квартал";"2247467";"2286992";"2375902292";
"Кантемировская";"Замоскворецкая линия";"2022";"II квартал";"3088184";"3054373";"2375902293";
"Царицыно";"Замоскворецкая линия";"2022";"II квартал";"5397838";"5186042";"2375902294";
"Орехово";"Замоскворецкая линия";"2022";"II квартал";"1686756";"1615668";"2375902295";
"Домодедовская";"Замоскворецкая линия";"2022";"II квартал";"5466033";"5065613";"2375902296";
"Красногвардейская";"Замоскворецкая линия";"2022";"II квартал";"1517464";"1497092";"2375902297";
"Алма-Атинская";"Замоскворецкая линия";"2022";"II квартал";"1183860";"1149308";"2375902298";
"Новокосино";"Калининская линия";"2022";"II квартал";"5231147";"5040768";"2375902299";
